lineage,CRYAA,CRYAB,DNAJA1,DNAJA2,DNAJA3,DNAJA4,DNAJB1,DNAJB11,DNAJB12,DNAJB13,DNAJB14,DNAJB2,DNAJB4,DNAJB5,DNAJB6,DNAJB7,DNAJB8,DNAJB9,DNAJC1,DNAJC10,DNAJC11,DNAJC12,DNAJC13,DNAJC14,DNAJC15,DNAJC16,DNAJC17,DNAJC18,DNAJC19,DNAJC2,DNAJC21,DNAJC22,DNAJC24,DNAJC25,DNAJC27,DNAJC28,DNAJC3,DNAJC30,DNAJC4,DNAJC5,DNAJC5B,DNAJC6,DNAJC7,DNAJC8,DNAJC9,GAK,HSCB,HSP90AA1,HSP90AB1,HSP90B1,HSPA12A,HSPA12B,HSPA13,HSPA14,HSPA1A,HSPA1B,HSPA1L,HSPA2,HSPA4,HSPA4L,HSPA5,HSPA6,HSPA8,HSPA9,HSPB1,HSPB11,HSPB2,HSPB3,HSPB6,HSPB7,HSPB8,HSPB9,HSPD1,HSPE1,HSPH1,HYOU1,ODF1,SACS,SEC63,TRAP1
Leukemia,0.040681419,0.061770377,-0.224821739,-0.1828193,-0.865853296,0.172197844,-0.366600699,0.218389898,-0.244192937,-0.102390913,0.240162446,0.11062964,0.044290262,0.017113772,-0.423261365,-0.012240554,-0.261054378,0.108333552,0.159734761,0.178414879,-0.846775841,0.053558758,-0.031518643,-0.115046707,-0.127677216,-0.14779689,-1.161031661,0.085033427,-0.144868298,-0.234315257,0.022700506,-0.212876339,0.024244588,0.085635168,0.251602114,-0.02273531,0.49665171,-0.352323935,0.040459168,-0.178656503,-0.004321639,-0.019510998,0.032865644,-0.693929497,-1.291551653,-0.727997057,-0.664553391,-0.087824467,-0.096972546,-0.268567221,0.12464897,0.180422471,-0.041403079,-0.947885387,-0.290585942,-0.275470953,-0.07653211,0.246350937,-0.029594747,0.111614467,-0.848440074,0.030785067,0.153725048,-1.280390111,0.258909873,0.17142494,-0.240419704,0.067133197,-0.014661476,-0.366675737,-0.001181258,-0.062678904,-1.066615908,-1.341099508,0.1824231,-1.00941133,0.00159685,0.197775957,-0.685358909,0.044020016
Gastric Cancer,-0.043187346,-0.014169919,-0.349160164,-0.101634145,-0.649925623,0.089594514,-0.157040172,-0.112060351,-0.4064433,-0.106226834,0.100168389,-0.091846743,0.050604474,0.079181361,-0.538081487,0.062215998,-0.062433032,-0.020931474,0.083219748,-0.134617975,-0.932164424,0.066799762,-0.246954605,-0.122050466,-0.037171458,-0.304769949,-1.281156317,0.053685122,0.035476616,-0.493816725,-0.109021664,-0.135956793,-0.039392281,0.187258296,0.143876984,0.104622236,0.105884058,-0.277452112,0.174966295,-0.08940304,0.041106007,-0.018875348,0.056776208,-0.736375575,-0.546521325,-0.574182619,-0.641924871,-0.219396962,-0.158681414,-0.465749107,0.199148395,0.032388207,-0.303763048,-0.582269155,-0.15302357,-0.288121408,-0.132223169,-0.106927735,-0.032311396,-0.051194674,-1.119922773,0.078830511,-0.122700014,-1.165348712,0.219046131,0.031554426,0.001876151,0.206243465,0.022147485,-0.095694103,0.063582837,-0.311351822,-1.152625481,-1.819334167,0.123056167,-1.168366792,-0.452433792,-0.025571552,-0.503133863,-0.135854014
Bone Cancer,0.218671528,0.004417811,-0.630103352,0.044954066,-0.751025045,-0.000639264,-0.160345939,-0.278671773,-0.352859448,-0.287470905,0.061880976,-0.083207916,0.123505994,-0.159373154,-0.092325711,0.141333273,-0.144427684,-0.389478097,-0.143317408,-0.163854082,-0.754063162,-0.028663502,-0.248812621,-0.22172786,0.051717258,-0.134574458,-1.070094002,0.127537024,-0.54435445,-0.626930659,-0.033204926,0.114547684,-0.197913451,0.135295617,0.134021841,0.187782882,-0.076266569,-0.183794698,0.039930277,-0.204906908,-0.195018895,-0.059506949,0.035007974,-0.69926662,-0.914597404,-0.274750515,-0.702133628,0.164145897,0.080877588,-0.706501508,0.154095206,0.219935468,-0.055072459,-0.338042272,-0.258524747,-0.273019115,-0.067826826,0.427281543,-0.074408676,-0.300212643,-1.008369736,-0.189447122,-0.359121715,-1.127741104,0.035565841,-0.036235797,-0.161463693,0.066781131,0.003419552,-0.197460137,0.061444083,-0.115651071,-1.002190983,-1.718351117,-0.319120307,-1.094745261,-0.238480556,-0.092427815,-0.813599224,0.060010691
Lymphoma,0.050844309,0.067655652,-0.408444258,-0.139065569,-0.620674091,0.033430523,-0.250227659,-0.167170865,-0.182656939,-0.020668535,0.127726627,0.047607412,-0.002442241,0.045530383,-0.510569177,-0.118577087,0.003888268,-0.001780896,-0.069817759,-0.036653605,-0.889309297,-0.11499726,-0.229623672,0.031640097,-5.62E-05,-0.134939615,-1.213817152,-0.019234293,-0.183384126,-0.222205524,-0.031899487,-0.103263322,-0.012001111,0.077177814,0.098272812,0.096593733,-0.017621413,-0.096521709,0.061034383,-0.084202845,-0.185906383,0.005762159,0.063659006,-0.416559614,-1.180054328,-0.457055645,-0.398645619,-0.050657104,-0.061935778,-0.169539018,0.091595988,0.053043692,-0.021345939,-0.392225789,-0.146155868,-0.129098943,-0.105969959,0.131745982,-0.156089234,-0.036560997,-1.105974948,-0.027802909,-0.595386134,-1.264794065,0.015328187,-0.113838105,0.061533395,-0.021398941,-0.070870551,-0.065212141,0.072147898,-0.000862141,-1.029842077,-1.43424018,-0.107620344,-1.036736545,-0.147431613,0.005802056,-0.503714877,-0.051413309
Sarcoma,-0.032666291,0.045343181,-0.484397897,-0.213683716,-0.520239036,0.125466881,-0.29189084,-0.228420245,-0.278996125,-0.015751683,0.16276888,-0.057809508,0.089210179,0.082249044,-0.244078531,-0.04090554,-0.206537994,-0.103651615,-0.028246161,0.053985661,-0.81926484,-0.041399984,-0.44386512,-0.033501968,0.044134326,-0.173637694,-1.195882729,0.018055085,-0.342639022,-0.113043574,-0.253621688,-0.152256326,0.072071066,0.176373632,0.141220908,0.011500231,0.123729746,-0.151167787,0.011076687,0.125907907,-0.041410709,-0.130179179,0.062354432,-0.641058834,-0.915458404,-0.288629543,-0.472162792,-0.078134832,-0.170617096,-0.526320171,0.100485043,0.044241982,0.037605702,-0.356413463,-0.241448736,-0.386685991,-0.11703909,0.141204812,-0.074259345,0.057317461,-0.979502044,-0.004450429,0.048490292,-1.323574953,0.141792311,0.08594201,-0.177036936,0.068108743,-0.058137015,-0.180366106,0.057166387,-0.063418967,-0.880075144,-1.210381449,0.053627366,-0.945739022,0.003033227,-0.058277522,-0.568931511,-0.01356876
Brain Cancer,0.045314455,0.064701172,-0.557001891,-0.07410843,-0.881799315,0.255870999,-0.135055915,-0.297862868,-0.009323285,-0.044446011,0.126498711,0.252481214,0.024384697,-0.12785857,-0.310200618,-0.303804742,-0.114671943,-0.266655797,-0.015132497,0.080302196,-0.554945711,-0.05874909,0.154167951,-0.064022109,-0.158862402,-0.18284046,-1.436366601,0.067336769,-0.032665686,-0.503427066,-0.04248262,-0.112442763,0.006788376,-0.008996219,0.274651517,0.250758356,0.200347729,0.081506631,0.198036907,0.212796756,0.000618606,0.155120619,-0.065472807,-0.783297387,-1.343146598,-0.694293095,-0.832080301,-0.154551492,-0.500937674,-0.274375207,0.246567896,-0.043851027,-0.080337029,-0.78586263,-0.222565659,-0.03544601,0.007568472,0.081916716,0.024107135,-0.014512651,-0.743434346,-0.209056041,-0.354795273,-1.0866839,0.304627933,0.008833345,-0.210145142,0.000118729,0.035466831,0.008458897,-0.032794784,-0.071630219,-1.062665008,-1.453194521,0.082797974,-1.063868583,-0.402430949,0.181555192,-0.429421871,0.055315653
Pancreatic Cancer,0.068432524,0.140586084,-0.225019925,0.069903241,-0.818458644,-0.027316568,-0.262144763,-0.020017721,-0.350317821,-0.153428089,0.090148212,0.071552671,0.075090079,0.205728324,-0.270580402,-0.06584574,-0.14865776,0.087425761,0.137670369,0.094633469,-0.866433052,0.075914635,-0.070482569,0.044167982,0.025546338,-0.096582652,-1.286396898,0.069669279,-0.507417384,-0.318117605,-0.20935204,-0.021156245,0.185883684,0.142725794,0.314575546,-0.003240687,0.106022809,-0.158975019,0.038011564,-0.075604421,-0.092101808,-0.03642231,-0.306426922,-0.970552807,-0.568007312,-0.508584349,-0.813108066,-0.119620141,-0.236993076,-0.589667377,0.037254701,-0.110210913,-0.092249812,-0.502543647,-0.232700861,-0.17579758,-0.2926473,0.006587124,-0.047885694,0.116022645,-0.974418906,0.137332112,-0.069630758,-1.089256088,-0.023707201,0.004096651,-0.100561021,0.003373058,0.083437836,-0.075861238,-0.167378082,-0.204299533,-1.071781298,-1.435280031,0.04230572,-1.015824106,-0.045395083,0.067671006,-0.6439396,0.029492124
Brain Cancer,-0.025542195,0.255216839,-0.252675908,-0.29542949,-0.646451564,0.100092085,-0.299557116,-0.041673827,-0.284351318,0.18827717,0.155792402,0.143930008,0.040908576,-0.087190178,-0.19208253,0.019060673,-0.047300548,0.085211413,0.123743089,-0.045063123,-0.374744227,-0.117391519,-0.217039727,-0.178376474,-0.034989197,-0.379229029,-0.898393687,0.122341923,-0.060878101,-0.209706035,-0.262511269,-0.030067448,0.065165104,0.239206146,0.170222668,0.092601213,-0.211010257,-0.346128135,0.102555647,-0.087989507,-0.058717519,-0.058383726,-0.019572936,-0.695252143,-0.681559392,-0.319855573,-0.64857004,-0.053914227,-0.254753257,-0.170110034,-0.003170043,-0.059530378,-0.078194137,-0.438586139,-0.174603862,-0.134064136,-0.234849887,0.200543077,0.164438348,0.02576072,-0.998674781,0.113659167,-0.215826034,-1.173895296,-0.020347906,0.164631218,0.165605319,0.150738848,0.017432747,-0.427034933,-0.058152506,-0.356020024,-0.839133313,-1.559160636,-0.163660484,-0.94573586,-0.133367889,-0.176650285,-0.115112337,0.028391897
Leukemia,-0.093183047,-0.011496664,-0.567920931,-0.117532754,-0.930588678,-0.070805827,-0.228592484,-0.373785914,-0.06242452,-0.217187573,0.102097048,0.0675509,0.144022662,0.15423469,-0.267544305,-0.028080755,0.025707779,-0.058480311,-0.007487338,-0.079585697,-0.63702558,0.048149959,-0.051944799,0.027561092,0.033668127,-0.330385775,-1.124765478,0.010210663,-0.631411819,-0.476432145,0.208270293,-0.020192984,-0.09464822,0.193396301,0.301802783,0.121686007,-0.309372978,0.023598609,0.078345942,0.218034015,-0.131040332,-0.156859516,0.109152425,-0.511138309,-0.66385801,-0.745473314,-0.68275522,-0.130617569,-0.256077098,-0.598858261,0.173128299,0.187449952,-0.146114075,-0.814515951,-0.24908585,-0.138125827,0.047037518,0.124606529,-0.082624242,-0.002072301,-0.940020676,-0.170294866,-0.913252293,-1.292924424,0.056216812,-0.101756461,0.101715708,-0.121745063,-0.093198028,-0.211311399,-0.009214891,-0.224370919,-1.172034882,-1.65652126,-0.080804449,-1.071196577,-0.157219547,0.020889039,-0.709036905,-0.167081554
Brain Cancer,0.116410511,-0.024580593,-0.558209175,-0.487710884,-0.79759548,0.256977026,-0.06977795,-0.382062101,-0.068183748,-0.184010051,0.066293532,0.148566125,0.015816294,0.123109374,-0.342576006,0.151794568,-0.015849468,0.059813622,-0.003978865,-0.274456961,-0.383849501,-0.049573364,-0.504322423,-0.191072516,-0.167397527,-0.451131769,-1.237807466,0.125449642,-0.311305762,-0.2675796,-0.041117632,-0.133308062,0.042799665,0.314592194,0.19663236,0.04873602,-0.157127519,-0.240779936,0.289507327,-0.058516022,-0.231920849,-0.026347788,0.191319195,-0.47159182,-1.307231841,-0.171373248,-0.22708257,-0.065142752,-0.268181664,-0.320162366,0.251596865,0.172488206,-0.230812977,-0.530228339,-0.368880458,-0.182037023,0.175330712,0.169971613,-0.272225882,-0.071264029,-1.082564991,-0.130567396,-0.683518031,-1.115734787,0.092801857,-0.044286616,-0.013365476,0.147374407,-0.27893498,0.265021624,0.259417146,0.06031265,-0.90646384,-1.479854962,-0.187929679,-1.564898378,-0.485817292,-0.19633058,-0.772845724,0.258847795
Neuroblastoma,0.196382754,0.180736459,-0.586396565,-0.17700218,-0.599874001,0.022107465,-0.261783563,-0.221872454,-0.367318447,-0.305804628,0.221483525,0.019985588,-0.026018152,-0.003052239,-0.54380091,-0.017731931,-0.111682586,-0.085132037,0.05563774,-0.073188469,-0.331354428,-0.044572907,-0.191907223,0.053616709,-0.133139404,-0.218332895,-1.244879527,0.14612356,-0.14075529,-0.140487549,-0.127491023,-0.140041262,0.023663418,0.25669926,0.30141356,0.116516639,0.255216765,-0.2067592,0.114423198,-0.064173827,-0.165240184,-0.197068628,0.108880017,-0.745588343,-1.283208272,-0.324616833,-0.510684219,-0.306210405,-0.41245042,-0.371370204,0.125266648,0.041146159,-0.169824462,-0.405838715,-0.252080428,-0.442496106,-0.086266594,0.278658671,0.189753031,0.023769061,-0.914921726,-0.224232942,-0.458833839,-1.193287935,0.257310436,-0.054186623,-0.146801813,0.188901979,-0.032198255,-0.155352859,0.17391062,-0.281399304,-0.826318172,-1.524676185,-0.225159636,-0.993017856,-0.27999071,-0.058308577,-0.517311084,0.044003247
Bone Cancer,0.014320084,0.295776608,-0.243493603,-0.12915336,-0.675004147,0.160394319,-0.191256962,-0.264618953,-0.182306328,-0.093259925,0.059204943,0.030018423,-0.03016125,0.012197753,-0.319981406,0.022915157,-0.023754595,-0.025446903,0.069469043,-0.010192887,-0.198307541,-0.053596406,-0.259666304,-0.106612205,0.051784217,-0.113378311,-1.518627081,0.126113728,-0.07137471,-0.055450077,-0.049209852,0.022185613,-0.02861682,0.085044835,0.04041457,0.054193206,-0.18306661,-0.179843767,-0.001518574,-0.0482192,-0.057509982,-0.152008684,-0.057080532,-0.499237086,-0.904216529,-0.448843463,-0.170626358,-0.070011833,-0.083700695,-0.266553772,0.089246561,0.097703933,-0.105889655,-0.089882151,-0.217710661,-0.165077651,-0.115690613,0.068337086,0.078488667,0.10105734,-1.282478183,0.130133374,-0.68654125,-1.366711853,0.119481291,-0.180434928,0.015526913,0.100371716,-0.158576114,-0.033721026,0.054443775,-0.121199434,-0.936190265,-1.667267015,0.109502801,-1.168435055,-0.151533293,-0.049549871,-0.38134176,-0.015453507
Pancreatic Cancer,-0.213586133,0.021616453,-0.593736525,-0.094306841,-0.754186779,-0.10985547,-0.264294251,-0.248063891,-0.306329728,0.119856369,0.147292263,0.180854923,-0.02777862,0.078279287,-0.647811047,-0.087050712,-0.118670907,0.134851039,0.062856087,-0.054067338,-0.27801918,0.16517275,-0.455313647,0.020215655,0.073401409,-0.140125977,-1.211013063,0.021205005,-0.500400698,-0.593576949,0.029167178,-0.373139743,-0.154137647,0.295086204,0.388769933,0.139784231,0.044745251,-0.211037199,0.16010584,-0.039525068,-0.080143616,-0.322561996,-0.235117323,-0.754318073,-0.303005686,-0.758452038,-0.537292143,-0.138422947,-0.155641139,-0.476449679,0.074714888,-0.074165928,-0.341427418,-0.681989297,-0.167418068,-0.040592626,-0.331374249,0.293669976,-0.104518122,0.223697938,-0.838217551,0.248751212,-0.296935077,-0.861226732,0.084786236,-0.027675134,-0.11900147,0.031448191,-0.099120854,-0.160191919,0.103447362,-0.104157414,-1.139332312,-1.609133798,0.032945025,-0.8489758,-0.177010067,0.357802532,-0.546761143,0.043808748
Lung Cancer,0.004245437,-0.064580893,-0.315603865,0.049404232,-0.840937904,-0.069876617,-0.300801379,-0.091082776,-0.415181252,-0.460974804,0.056650804,0.097224553,0.014594686,0.050410233,0.019505866,0.045957602,-0.05168425,0.100818051,0.0577673,-0.111166538,-0.786329458,-0.03368401,-0.254926764,-0.129767902,0.026651102,-0.082154808,-1.099146941,0.235884112,-0.238487665,-0.093298347,-0.061467811,-0.28891793,-0.0256127,0.145394129,0.149341727,0.024113368,0.075236268,0.062590555,-0.148343213,-0.091080948,0.114761809,0.047259552,-0.122460444,-0.78716913,-0.593551614,-0.262745129,-0.469477357,-0.062296576,-0.386425538,-0.478294948,0.074207278,0.155467325,-0.537352547,-0.511340013,-0.13647427,-0.273594312,-0.165763132,-0.074106674,0.021038781,0.058270778,-0.832918483,-0.190634097,-0.125087774,-1.253567118,0.145358122,-0.069426706,0.003415814,-0.056370392,-0.106962675,-0.250007742,0.132943174,-0.290951624,-1.024881416,-1.385493457,-0.015397603,-1.158071073,-0.022635356,-0.122802233,-0.475236286,-0.010354032
Bone Cancer,0.001048806,0.097066339,-0.154051815,-0.152309814,-0.696112875,0.314974891,-0.323775909,-0.252519748,-0.136905485,0.051562872,0.045259117,0.203264801,-0.025052135,0.058040973,0.03511581,-0.089672891,-0.094537152,-0.058665742,0.075361004,-0.263121427,-0.633076841,0.170909656,-0.166083681,-0.186980793,0.118457127,-0.13857722,-1.376316253,0.19020205,-0.682665154,-0.348628703,0.107516016,-0.051962736,-0.06843764,-0.113402581,0.143353618,0.194921004,0.221434834,-0.28941321,0.024293909,-0.014578877,-0.053436955,-0.019264,0.216507861,-0.762442305,-1.368197955,-0.188823661,-0.737834177,-0.155272462,-0.087219185,-0.576398199,0.086692424,0.053521607,-0.256087942,-0.549704653,-0.233708904,-0.312240593,-0.103292872,0.098045033,0.178921247,0.07984719,-0.562964723,-0.168410928,-0.640849302,-1.170596737,0.152220631,0.22336289,0.041265303,-0.026358833,-0.053538396,-0.313290561,0.058538933,-0.063978362,-1.009365489,-1.546255919,0.079322205,-1.140087472,-0.193054419,0.071189552,-0.464171346,0.117691491
Lung Cancer,0.027654863,0.113337545,-0.25739194,-0.219354738,-0.488366641,-0.009394763,-0.225018098,-0.432980268,-0.237008814,-0.094500567,0.012330214,0.001322635,0.043690375,0.099771057,-0.007835807,-0.017054195,-0.08366213,0.020663192,0.155135557,-0.065349589,-0.479392501,0.011251993,-0.702608258,-0.044786018,0.096412403,-0.387644283,-1.19882305,0.125396263,-0.659211609,-0.122865426,-0.049272404,-0.178995727,0.02404321,0.025871012,0.043501504,-0.003736658,-0.243055035,-0.088947525,0.113520369,-0.11134555,-0.14190129,-0.150454721,-0.212616863,-0.516466004,-0.378944454,-0.218376823,-0.560019669,-0.074052361,-0.101884338,-0.522485953,0.188998195,-0.021157927,-0.293991384,-0.282467598,-0.087017638,-0.134872589,-0.036693969,0.056409762,0.028989682,-0.080363426,-1.121509504,0.08376847,-0.708088245,-1.173057045,0.135864085,0.015248057,0.109290381,0.032798623,-0.033511431,-0.212799355,0.087251483,-0.113601114,-0.822051941,-1.405071157,-0.008210563,-0.957866056,-0.11892444,-0.126821718,-0.592717248,-0.075497531
Brain Cancer,-0.052377777,0.06148232,-0.521897899,-0.025992986,-0.801518738,0.011064992,-0.275869301,-0.57355029,-0.384260678,-0.074607764,0.041123126,0.138164295,-0.009848447,0.131651036,-0.343883675,-0.029185065,-0.114354992,0.072571129,0.024085905,-0.003531093,-0.588741859,0.122268868,-0.039137672,-0.072825096,0.074816172,-0.330897583,-1.237520026,0.109477918,-0.152144047,-0.304681511,-0.105118645,-0.183037958,-0.145823012,0.009550915,0.208028459,0.042235767,-0.00243768,-0.14152515,0.081411833,-0.209847706,0.138792129,-0.032629319,-0.234934808,-0.463658494,-1.204909237,-0.73217117,-0.550831161,-0.264278782,-0.346357453,-0.457429146,0.11032449,0.03541517,0.049334536,-0.454943606,-0.282836948,-0.256618554,-0.12936672,0.208113765,-0.00720313,-0.005300001,-1.059040236,-0.080127073,-0.533181142,-1.238738825,0.057815304,-0.045025813,-0.136206855,0.163725536,-0.097150611,-0.21465682,0.004291765,-0.210494344,-0.95842105,-1.450332185,-0.026420222,-1.109799377,0.088624844,-0.032173289,-0.555032307,-0.002555998
Breast Cancer,0.022726773,0.083031758,-0.429348935,-0.255260425,-0.551577652,-0.066267286,-0.075793816,-0.199833348,-0.135974079,-0.050462975,0.123687927,0.078787485,-0.003196772,0.059167611,-0.596673723,-0.044112133,-0.122769151,-0.018047278,0.119753949,0.02790786,-0.420401794,0.020929364,-0.119558901,-0.025102791,0.13189905,-0.048159662,-1.109445483,0.091763721,-0.071952831,-0.334095761,-0.46099797,-0.180718104,-0.106285092,-0.046444683,0.155600694,0.086486891,0.085670548,-0.131545387,0.112267269,-0.100355011,-0.011450302,0.036450784,-0.468666881,-0.61820698,-0.644370282,-0.430623379,-0.518411485,-0.114661725,-0.171783818,-0.33875555,0.149740164,0.0428684,-0.0510165,-0.611367646,-0.231584052,-0.14220434,-0.144165186,0.055807906,0.145728858,0.077585331,-0.912013187,-0.087307518,-0.521930772,-1.254993288,-0.034493449,0.048259674,-0.019397036,0.086447012,-0.10548637,-0.109405729,-0.014238341,-0.157653023,-0.908297699,-1.428622735,-0.132612534,-1.047880069,-0.064945547,0.04053429,-0.535689866,-0.129850509
Brain Cancer,0.045960359,0.077647298,-0.353023033,-0.083423016,-0.850914424,0.075241979,-0.347571271,-0.080115107,-0.244958725,-0.044628638,0.09554663,0.10955909,-0.088030894,-0.023514499,0.299561381,0.014173184,-0.001766555,0.006704355,0.083458906,-0.008039313,-0.763291574,-0.0625169,-0.283028664,0.077631024,0.055134929,-0.241585151,-1.253953714,0.074843214,-0.174087581,0.018175855,-0.00533249,0.010325369,-0.19323136,0.256168184,0.066772191,0.090892419,-0.035736793,-0.127185398,0.121947685,0.009450323,-0.063453811,-0.085689229,-0.01882875,-0.75377228,-0.852656819,0.018912773,-0.636665728,-0.058785866,-0.222640905,-0.420989959,0.104696128,0.076517119,-0.002602008,-0.001778425,-0.089019445,-0.228231512,-0.018533168,0.214441449,0.035932379,-0.105493716,-1.059872345,-0.025202861,-0.490743336,-1.061517194,-0.026994572,-0.035340922,-0.038630511,-0.061099594,-0.096236188,-0.182969905,-0.014379303,-0.18380767,-0.950504786,-1.676747539,-0.060698656,-1.031148758,-0.113906687,-0.226961009,-0.471688982,-0.048844018
Neuroblastoma,0.096705369,0.07930205,-0.369661491,-0.06857212,-0.716527398,0.042447912,-0.392806369,-0.232756213,-0.406224995,-0.225827929,0.214341927,0.036555618,0.033112443,0.080279964,-0.474640121,0.026804464,-0.059656803,-0.172318945,0.052814127,-0.046064313,-0.581367176,0.024880267,-0.606432981,-0.031932688,-0.055308213,-0.140948979,-1.025600442,0.144455622,-0.211398243,-0.239688217,-0.166457298,-0.21951504,-0.009989549,0.125899585,0.158073674,0.072096168,0.132621144,-0.065129825,0.089000331,0.023348334,-0.12268581,-0.020170546,-0.060283782,-0.664088757,-1.150796896,-0.369290581,-0.699665339,-0.166181256,-0.23138023,-0.41986463,0.076787345,0.001951445,-0.199694256,-0.712915198,-0.155416679,-0.210314857,-0.00942841,0.27880687,0.176414558,0.011238536,-0.75856424,0.128052887,-0.736164888,-1.112207323,0.251640479,0.082363301,-0.131862485,0.069209286,0.08012597,-0.163752232,0.032584001,-0.284082313,-0.793179752,-1.344872223,-0.165985153,-1.055112588,-0.097299387,0.003769625,-0.463785261,-0.094921985
Pancreatic Cancer,0.11125751,0.017133388,-0.273934118,0.021410258,-0.402824192,0.113779498,-0.291995673,-0.260695144,-0.188317546,-0.135487925,0.116474586,0.08365363,0.227181176,-0.039211074,-0.274642617,0.004220157,-0.137409332,-0.077903712,0.08719982,-0.049271009,-0.602946545,-0.11247099,-0.336495761,0.213978121,0.020827855,-0.264564913,-1.287010542,0.103048827,-0.248214414,-0.183880895,-0.197159047,-0.086327601,-0.042676374,0.075742231,0.018451751,0.074005731,0.109021925,-0.236282241,0.013955095,0.048706194,-0.212471533,-0.041073719,0.057399795,-0.774670158,-0.730272116,-0.224126309,-0.24462941,-0.200991771,-0.196394179,-0.642114007,0.090141508,0.1086641,0.063069187,-0.372937604,-0.215496146,-0.227564911,-0.138589716,0.096161704,0.067327861,0.048685693,-1.078541078,0.102422328,-0.156509516,-1.18098836,0.07393887,-0.077293977,-0.00643557,0.000399464,-0.051172533,-0.117847348,0.051055098,-0.141377361,-0.714359004,-1.390980095,0.09265934,-0.913214342,-0.066531105,-0.061576891,-0.791446111,-0.079897446
Leukemia,-0.242828326,-0.008210735,-0.647776785,-0.259200517,-0.813467003,0.041720382,-0.2792232,-0.221368739,-0.291025534,-0.102691019,0.137265447,0.09961474,0.047331928,-0.031817102,-0.560394021,-0.065737254,-0.126528569,0.064360454,-0.018673026,-0.080547012,-1.11157989,0.002483314,-0.362684228,-0.017473707,0.030740007,-0.204916564,-1.07879263,-0.011490115,-0.318226338,-0.255469923,-0.141844742,0.038828689,-0.186676698,0.072058996,0.170934119,-0.00091668,0.019354254,-0.119649203,-0.060946531,-0.085073151,-0.057663921,-0.051777598,0.015434376,-0.745637798,-1.18758925,-0.563119869,-0.676122167,0.046494341,-0.358612722,-0.502766634,0.064753789,0.065020623,-0.214593231,-0.485122741,-0.32050063,-0.134579111,-0.154361692,0.041179088,-0.157725722,-0.100816785,-0.965576061,-0.231002867,-0.552772298,-1.20457311,0.04905257,-0.090440297,0.100210696,0.042897138,-0.047430052,-0.198178682,0.063022866,-0.245436498,-0.915599672,-1.519357531,-0.138456473,-1.028085357,-0.144866357,-0.058286097,-0.470915261,-0.057152913
Ovarian Cancer,0.002459006,0.088682057,-0.508788802,-0.059408402,-0.685499367,-0.010315815,-0.249150392,-0.402698252,-0.23897233,-0.208946136,-0.071784187,-0.014718166,0.032669205,0.107083654,-0.384570975,-0.054553844,0.026438642,0.024993446,0.043904318,-0.065538308,-0.542480381,-0.032217014,-0.024126684,-0.038783009,-0.025994397,-0.145617992,-1.294107896,0.108562374,-0.339987219,-0.274846905,-0.111482993,-0.049475955,0.033779069,0.077415613,0.167401897,0.093221483,0.00691738,-0.159076532,-0.040006017,0.024881861,-0.205532481,-0.067395613,-0.139145424,-0.67047168,-0.577752249,-0.584408105,-0.411675921,-0.172998467,-0.118585301,-0.335833121,0.212424802,0.046245775,-0.03102512,-0.632742426,-0.126686842,-0.207939379,-0.041539898,0.119602269,-0.049258661,-0.054670511,-0.866762453,-0.059848503,-0.307995426,-1.206129425,0.088020398,0.131984192,-0.061768478,0.062716975,-0.029723889,-0.061843225,-0.005922135,-0.292402005,-0.841254668,-1.803513739,-0.046272818,-1.353314794,-0.185700698,0.03881087,-0.632010307,-0.044073179
Pancreatic Cancer,0.218379656,-0.015277871,-0.339035954,-0.096678405,-0.806506474,0.117959221,-0.40226643,-0.007934788,-0.299124017,-0.163996077,0.183855201,0.120715096,0.131891208,0.004514016,-0.365766802,-0.134448792,-0.148013416,-0.183256886,0.129156656,0.002973185,-0.835138473,-0.043463995,-0.221358307,0.016297402,0.017936124,-0.099041759,-1.150843343,0.044522644,-0.24782956,-0.271381441,0.064598049,-0.043192059,-0.154780966,0.084495365,0.100437017,0.069681225,-0.278194271,-0.22698467,0.062693318,-0.041790889,-0.184442417,0.011288287,0.07465797,-0.669231817,-1.174287525,-0.376392266,-0.634932821,-0.151660595,-0.44393166,-0.395658871,0.106075571,0.105517472,-0.070714759,-0.427690593,-0.061901178,-0.206183485,-0.039418044,0.12470613,-0.062675726,0.020378188,-1.047187427,0.162387255,-0.054975892,-1.22110293,0.217995452,-0.029951381,-0.025980329,0.099974894,-0.081372898,-0.024117506,-0.071401428,-0.024382775,-0.978031236,-1.330170466,0.027492373,-1.287976793,-0.150344148,0.025130059,-0.84180664,-0.085298565
